タイトル,所在地,緯度,経度,写真1,写真2,写真3,写真4,写真5,写真6,写真7,写真8,写真9,写真10,連絡先,分類,災害種別,備考
里浦公民館,鳴門市里浦町里浦字花面535-2,34.171452,134.625098,,,,,,,,,,,088-685-2275,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
北浜老人憩いの家,鳴門市撫養町北浜字宮の東4-2,34.180694,134.614003,,,,,,,,,,,088-685-7037,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
岡崎集会所,鳴門市撫養町岡崎字二等道路東41-2,34.181245,134.620446,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
弁財天集会所,鳴門市撫養町弁財天字三ツ井丁4-2,34.179962,134.617876,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
トリーデなると,鳴門市撫養町林崎字北殿町149,34.177854,134.618668,,,,,,,,,,,－,指定緊急避難所（法指定）,地震,
林崎集会所,鳴門市撫養町林崎字南殿町28-2,34.17696272,134.6142552,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
鳴門・大塚スポーツパーク,鳴門市撫養町立岩字四枚61,34.1681832,134.6159181,,,,,,,,,,,088-685-3131,指定緊急避難所（法指定）,大規模な火事,
立岩塩浜集会所,鳴門市撫養町立岩字元地196,34.172253,134.617329,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
川東公民館,鳴門市撫養町立岩字内田63-2,34.176066,134.614309,,,,,,,,,,,088-685-0923,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
林崎小学校（体育館）,鳴門市撫養町立岩字内田73-1,34.17625196,134.6161333,,,,,,,,,,,088-686-2469,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
第二中学校（体育館）,鳴門市撫養町立岩字内田150,34.1772155,134.6218354,,,,,,,,,,,088-685-7911,指定緊急避難所（法指定）,地震,
桑島老人憩いの家,鳴門市撫養町大桑島字中之組30,34.185723,134.606757,,,,,,,,,,,088-685-5969,指定緊急避難所（法指定）,地震,
鳴門市立図書館,鳴門市撫養町大桑島字蛭子山11,34.185687,134.602969,,,,,,,,,,,088-686-4548,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
勤労者体育センター,鳴門市撫養町大桑島字濘岩浜35-8,34.185186,134.613845,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
桑島小学校（体育館）,鳴門市撫養町大桑島字与三左谷6,34.18473281,134.6073143,,,,,,,,,,,088-686-2239,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
鳴門市剣道場,鳴門市撫養町大桑島字濘岩浜35,34.184885,134.614591,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
桑島集会所,鳴門市撫養町大桑島字北之組95-20,34.188513,134.605973,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
聖母幼稚園,鳴門市撫養町黒崎字松島208,34.188363,134.60041,,,,,,,,,,,088-685-0079,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
黒崎団地集会所,鳴門市撫養町黒崎字磯崎122-15,34.190591,134.59499,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
黒崎集会所,鳴門市撫養町黒崎字清水52-1,34.189202,134.597162,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
黒崎幼稚園,鳴門市撫養町黒崎字清水86-2,34.189161,134.595957,,,,,,,,,,,088-686-9478,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
黒崎小学校（体育館）,鳴門市撫養町黒崎字宮津88-1,34.18765441,134.5971171,,,,,,,,,,,088-686-2243,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
鳴門渦潮高等学校　撫養グラウンド（クラブハウス2階）,鳴門市撫養町南浜字馬目木58,34.17224625,134.5955163,,,,,,,,,,,088-685-1107,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,津波,内水反乱",
第一中学校（体育館）,鳴門市撫養町南浜字浜田37-1,34.17274355,134.6046741,,,,,,,,,,,088-685-2542,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,津波,内水反乱",
徳島北農協撫養支所,鳴門市撫養町南浜字東浜32-8,34.17290575,134.609757,,,,,,,,,,,088-685-0121,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
市民会館,鳴門市撫養町南浜字東浜170,34.173012,134.608993,,,,,,,,,,,088-684-1181,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
勤労青少年ホーム,鳴門市撫養町南浜字東浜27-3,34.170873,134.611211,,,,,,,,,,,088-685-5179,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
老人福祉センター,鳴門市撫養町南浜字東浜27-3,34.170913,134.611238,,,,,,,,,,,088-685-7291,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
南浜集会所,鳴門市撫養町南浜字蛭子前西23,34.17357202,134.5989744,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
東浜集会所,鳴門市撫養町南浜字東浜274,34.174972,134.609929,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
原地集会所,鳴門市撫養町木津388-1,34.169257,134.574038,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
木津元村集会所,鳴門市撫養町木津1123-2,34.170318,134.582316,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
天理教撫養大教会,鳴門市撫養町木津461,34.168822,134.577005,,,,,,,,,,,088-686-3214,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,内水反乱",
鳴門・大塚スポーツパーク（武道館）,鳴門市撫養町立岩字四枚61,34.1678102,134.6153064,,,,,,,,,,,－,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
板東小学校（運動場）,鳴門市大麻町板東字宝蔵60,34.156278,134.504575,,,,,,,,,,,088-689-1222,指定緊急避難所（法指定）,"津波,大規模な火事",
板東公民館（周辺）,鳴門市大麻町板東字宝蔵103-1,34.15404051,134.5054889,,,,,,,,,,,088-689-3360,指定緊急避難所（法指定）,津波,
大麻中学校(運動場),鳴門市大麻町池谷字長田105,34.15769854,134.5283461,,,,,,,,,,,088-689-0230,指定緊急避難所（法指定）,"津波,大規模な火事",
堀江公民館（高台）,鳴門市大麻町大谷字道の上24,34.161534,134.540047,,,,,,,,,,,088-689-0040,指定緊急避難所（法指定）,津波,
堀江北小学校(運動場),鳴門市大麻町大谷字中筋41,34.15955696,134.5413116,,,,,,,,,,,088-689-0016,指定緊急避難所（法指定）,"津波,大規模な火事",
音蔵寺,鳴門市大麻町姫田字寺内,34.167841,134.56092,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
宮尾神社(姫田字三ツカ谷),鳴門市大麻町姫田字三ツカ谷,34.165547,134.549807,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
高松道脇（姫田字宮ヶ谷）,鳴門市大麻町姫田字宮ヶ谷,34.168618,134.557457,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
宮尾神社(姫田字小森山路),鳴門市大麻町姫田字小森山路,34.168192,134.558412,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
国道11号線香川県境付近,鳴門市北灘町碁浦字碁浦20,34.206927,134.441307,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
大須神社,鳴門市北灘町大須字西添69,34.203559,134.450587,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
ギャラリーカフェ風待ちの丘ルン,鳴門市北灘町折野字上東地312-3,34.223613,134.496064,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
西條集会所（高台）,鳴門市北灘町折野字屋敷379-1,34.2169239,134.4850293,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
三津の高台,鳴門市北灘町折野字三津12付近,34.201465,134.465522,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
グランディ鳴門ゴルフクラブ登り口,鳴門市北灘町折野字桜井5-15付近,34.206847,134.470392,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
鳥ヶ丸集会所（高台）,鳴門市北灘町鳥ケ丸字トノムラ60-2,34.224626,134.512573,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
伊宇賀神社,鳴門市北灘町宿毛谷字宿毛谷77,34.22342,134.516253,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
旧北灘中学校(運動場),鳴門市北灘町大浦字東浦75,34.22430686,134.5258128,,,,,,,,,,,－,指定緊急避難所（法指定）,"津波,大規模な火事",
ほほえみ児童クラブ,鳴門市北灘町粟田字西傍示137-4,34.219031,134.537397,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
葛城神社,鳴門市北灘町粟田字池谷2,34.218656,134.534202,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
粟田公民館,鳴門市北灘町粟田字東傍示72,34.221486,134.540226,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
長寿寺保育園,鳴門市北灘町粟田字東傍示278,34.218651,134.538215,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
北灘東小学校(校舎),鳴門市北灘町粟田字西傍示228-1,34.224382,134.540795,,,,,,,,,,,088-682-0222,指定緊急避難所（法定外）,"高潮,崖崩れ等,内水反乱",
東山の団地,鳴門市北灘町櫛木字東山10-50付近,34.220718,134.562832,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
高速道路大幸避難場所,鳴門市大津町大幸,34.151591,134.563092,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
高速道路段関避難場所,鳴門市大津町大幸,34.157956,134.561609,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
天皇神社・護穀神社,鳴門市大津町大代,34.168817,134.564757,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
薬師坊,鳴門市大津町大代,34.170272,134.563954,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
大代山路集会所（集会所）,鳴門市大津町大代997-1,34.170671,134.566212,,,,,,,,,,,,指定緊急避難所（法指定）,"洪水,高潮,崖崩れ等,地震,内水反乱",
勝福寺,鳴門市大津町大代1074,34.169171,134.56553,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
鳴門スカイライン登り口（撫佐）,鳴門市瀬戸町撫佐字本村17付近,34.23563,134.610527,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
鳴門スカイライン登り口（室）,鳴門市瀬戸町室字中ケ谷68付近,34.239856,134.614298,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
島田小学校（運動場）,鳴門市瀬戸町中島田字北田36,34.238353,134.5968,,,,,,,,,,,－,指定緊急避難所（法指定）,"津波,大規模な火事",
鳴門スカイライン登り口（中島田）,鳴門市瀬戸町中島田字露谷,34.231973,134.595027,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
鳴門スカイライン登り口(北泊),鳴門市瀬戸町北泊字北泊,34.231745,134.579086,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
晋光寺,鳴門市瀬戸町北泊字北泊199,34.238275,134.588353,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
北泊漁民センター近くの道,鳴門市瀬戸町北泊字北泊209-6付近,34.238956,134.58753,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
小鳴門新橋（旧料金所）,鳴門市瀬戸町北泊字北泊,34.229758,134.585674,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
鳴門市クリーンセンター,鳴門市瀬戸町堂浦字浦代105番地17-2,34.212512,134.570836,,,,,,,,,,,088-683-7572,指定緊急避難所（法指定）,津波,
阿波井神社,鳴門市瀬戸町堂浦字阿波井,34.216496,134.591864,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
天満宮,鳴門市瀬戸町堂浦字地回り参,34.22020367,134.588436,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
小鳴門公園（み山）,鳴門市瀬戸町堂浦字地回り参,34.223271,134.589058,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
県道183号線日出橋付近,鳴門市瀬戸町堂浦字日出,34.229439,134.576147,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
吉祥寺,鳴門市瀬戸町堂浦字地廻り弐307,34.220102,134.587256,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
明神北集会所（集会所）,鳴門市瀬戸町堂浦字地廻り壱10-1,34.211571,134.577557,,,,,,,,,,,－,指定緊急避難所（法指定）,"高潮,崖崩れ等,地震,内水反乱",
旧鳴門ハイツ,鳴門市瀬戸町堂浦字阿波井72,34.22192,134.596075,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
富田製薬㈱高台,鳴門市瀬戸町明神字丸山85-1,34.205698,134.581919,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
市道明神エリカの丘線,鳴門市瀬戸町明神字馬越,34.210542,134.576586,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
鳴門念法寺,鳴門市瀬戸町明神字馬越36-2,34.212215,134.577675,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
㈲嵯峨鉄工所,鳴門市瀬戸町明神字丸山63-2,34.206099,134.5801,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
鳴門複合産業団地,鳴門市瀬戸町明神板屋島115-7,34.197499,134.583957,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
阿波道路㈱,鳴門市瀬戸町明神馬越26-1,34.2127,134.576581,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
さくら公園,鳴門市瀬戸町明神字鳴谷89-8付近,34.199409,134.581632,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
弐軒家の山,鳴門市瀬戸町明神字弐軒家45-4付近,34.194419,134.591768,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
高島八幡神社,鳴門市鳴門町高島字山路57,34.201124,134.599975,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
鳴門ウチノ海総合公園,鳴門市鳴門町高島字北679,34.20922,134.597518,,,,,,,,,,,088-687-3175,指定緊急避難所（法指定）,"津波,大規模な火事",
ふるさと君高台,鳴門市鳴門町高島字竹島324,34.209708,134.590888,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
楠氏宅裏山,鳴門市鳴門町高島字山路6,34.199478,134.598092,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
出世氏宅裏山,鳴門市鳴門町高島字中島83,34.204158,134.601118,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
三ツ石八幡神社,鳴門市鳴門町三ツ石字芙蓉山下,34.200094,134.610578,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
三ツ石ハイランド,鳴門市鳴門町三ツ石字芙蓉山下240,34.205015,134.608837,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
トムソーヤの丘,鳴門市鳴門町三ツ石字芙蓉山下,34.203688,134.612925,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
芙蓉山,鳴門市鳴門町三ツ石字南大手66-2,34.198366,134.608462,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
法勝寺,鳴門市鳴門町三ツ石字南大手23,34.196633,134.610366,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
神社跡,鳴門市鳴門町土佐泊浦字土佐泊,34.18873087,134.6215682,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
小鳴門橋北側道路,鳴門市鳴門町土佐泊浦字土佐泊,34.195564,134.614856,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
大毛山に向かう道,鳴門市鳴門町土佐泊浦字大毛,34.2244,134.625177,,,,,,,,,,,－,指定緊急避難所（法指定）,津波,
鳴門東地区コミュニティセンター裏山,鳴門市鳴門町土佐泊浦字脇口23-3,34.192826,134.622782,,,,,,,,,,,088-687-0993,指定緊急避難所（法定外）,津波,
小宰相局の墓,鳴門市鳴門町土佐泊浦字土佐泊62,34.191846,134.6193532,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
新羅神社,鳴門市鳴門町土佐泊浦字土佐泊121,34.191988,134.620709,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
アンテナ中継局付近,鳴門市鳴門町土佐泊浦字大谷167,34.204802,134.623756,,,,,,,,,,,－,指定緊急避難所（法定外）,津波,
鳴門東小学校(運動場）,鳴門市鳴門町土佐泊浦字高砂65-3,34.19614133,134.6235198,,,,,,,,,,,088-687-0950,指定緊急避難所（法指定）,"津波,大規模な火事",
